time,type,id,x,y,yaw
1758716865.7595758,herder,1,1.697278564453125,-0.4507917785644531,2.5113965943033287
1758716865.7595758,target,1,-2.819900390625,-1.9184052734375,-0.636605422502931
1758716865.779572,herder,1,1.697294189453125,-0.4507743225097656,2.511679688327204
1758716865.779572,target,1,-2.819895263671875,-1.918408935546875,-0.6342959292056143
1758716865.7995064,herder,1,1.6973006591796875,-0.450769775390625,2.5117619800048874
1758716865.7995064,target,1,-2.819976318359375,-1.9183955078125,-0.6364564186399411
1758716865.8196251,herder,1,1.6973131103515624,-0.4507885437011719,2.51184986432086
1758716865.8196251,target,1,-2.81991455078125,-1.9183602294921875,-0.6354964156459947
1758716865.8399994,herder,1,1.6973037109375,-0.45081365966796877,2.511239201482905
1758716865.8399994,target,1,-2.819969482421875,-1.9184951171875,-0.6376537092870134
1758716865.8595781,herder,1,1.6973092041015625,-0.4508174743652344,2.51140431747049
1758716865.8595781,target,1,-2.819927001953125,-1.9184058837890625,-0.6357621991227846
1758716865.8795462,herder,1,1.6973212890625,-0.45081103515625,2.511983022375364
1758716865.8795462,target,1,-2.819956787109375,-1.918343017578125,-0.6354055352737957
1758716865.8996193,herder,1,1.697296875,-0.45078936767578126,2.5115878092695962
1758716865.8996193,target,1,-2.820006103515625,-1.918443115234375,-0.6395008778190924
1758716865.9195032,herder,1,1.6972889404296876,-0.4507742004394531,2.511720701007991
1758716865.9195032,target,1,-2.82007275390625,-1.918416748046875,-0.6397786455207877
1758716865.939443,herder,1,1.69729443359375,-0.4507781066894531,2.51163787669809
1758716865.939443,target,1,-2.820078369140625,-1.9184207763671874,-0.6409720080052521
1758716865.9596112,herder,1,1.6973167724609375,-0.45078668212890627,2.511462108066145
1758716865.9596112,target,1,-2.820030517578125,-1.9184591064453125,-0.6384252936338366
1758716865.9794948,herder,1,1.6973162841796876,-0.45082290649414064,2.5117513273605274
1758716865.9794948,target,1,-2.819841796875,-1.9184617919921876,-0.6354998111763845
1758716865.9995127,herder,1,1.697295166015625,-0.4508275756835938,2.511643735652488
1758716865.9995127,target,1,-2.819923583984375,-1.9184560546875,-0.6363415032389041
1758716866.0194936,herder,1,1.6972938232421875,-0.4508067626953125,2.511709515731413
1758716866.0194936,target,1,-2.819993408203125,-1.9184451904296875,-0.6363481611416293
1758716866.0394506,herder,1,1.6972744140625,-0.4507762451171875,2.511433612242481
1758716866.0394506,target,1,-2.819974609375,-1.918484375,-0.6375067693738683
1758716866.0595846,herder,1,1.6972767333984375,-0.4507854919433594,2.5118256295549406
1758716866.0595846,target,1,-2.820055419921875,-1.9183983154296875,-0.6391591942512351
1758716866.0799174,herder,1,1.6973089599609374,-0.4507979736328125,2.51170232519647
1758716866.0799174,target,1,-2.82,-1.918410888671875,-0.6383479953831971
1758716866.0996122,herder,1,1.69730859375,-0.45080682373046876,2.5116559861935026
1758716866.0996122,target,1,-2.8199033203125,-1.918503662109375,-0.6352114574093563
1758716866.1195328,herder,1,1.697317626953125,-0.45082879638671874,2.511784616874153
1758716866.1195328,target,1,-2.8199267578125,-1.9183743896484375,-0.6351175144019037
1758716866.1395106,herder,1,1.6973035888671875,-0.45082440185546874,2.5115907387467953
1758716866.1395106,target,1,-2.8200009765625,-1.91840283203125,-0.637935271993262
1758716866.1597028,herder,1,1.697303466796875,-0.4508248901367187,2.5118682401323817
1758716866.1597028,target,1,-2.81994189453125,-1.9184073486328126,-0.6366186051503269
1758716866.1795382,herder,1,1.6972686767578125,-0.4508079528808594,2.511434943823026
1758716866.1795382,target,1,-2.820014892578125,-1.9184185791015624,-0.6393954832189525
1758716866.1995223,herder,1,1.6973092041015625,-0.450785888671875,2.5117819537130632
1758716866.1995223,target,1,-2.819946533203125,-1.918460205078125,-0.6368058253749594
1758716866.2195468,herder,1,1.6973031005859376,-0.45080902099609377,2.5116541219807393
1758716866.2195468,target,1,-2.81991455078125,-1.9185513916015624,-0.6391043331327796
1758716866.2394993,herder,1,1.6973031005859376,-0.45080902099609377,2.5116541219807393
1758716866.2394993,target,1,-2.81991455078125,-1.9185513916015624,-0.6391043331327796
1758716866.259612,herder,1,1.6973031005859376,-0.45080902099609377,2.5116541219807393
1758716866.259612,target,1,-2.81991455078125,-1.9185513916015624,-0.6391043331327796
1758716866.279598,herder,1,1.6973031005859376,-0.45080902099609377,2.5116541219807393
