time,type,id,x,y,yaw
1758699133.444931,herder,1,1.56147998046875,0.5520345458984375,2.509314002330887
1758699133.444931,target,1,3.551067138671875,-0.003640058517456055,0.07963452535057872
1758699133.4648862,herder,1,1.5614622802734375,0.5520304565429688,2.5093622055466174
1758699133.4648862,target,1,3.5511025390625,-0.0036238555908203124,0.07884707855051272
1758699133.4848695,herder,1,1.56145751953125,0.5520299682617188,2.509263135954066
1758699133.4848695,target,1,3.551077880859375,-0.00362677001953125,0.07805423052686092
1758699133.5048606,herder,1,1.5614500732421874,0.5520426635742187,2.509450622494808
1758699133.5048606,target,1,3.551169677734375,-0.0037078258991241455,0.08134246881429537
1758699133.5249767,herder,1,1.56145263671875,0.55204736328125,2.5095731279049516
1758699133.5249767,target,1,3.551113037109375,-0.003543588876724243,0.0789190338342153
1758699133.5452833,herder,1,1.5614581298828125,0.5520489501953125,2.509766473400091
1758699133.5452833,target,1,3.551140625,-0.0035949764251708986,0.07907769997853517
1758699133.564909,herder,1,1.5614776611328125,0.552063720703125,2.50951986468315
1758699133.564909,target,1,3.551139892578125,-0.003688283205032349,0.07980221295309123
1758699133.5850022,herder,1,1.561485107421875,0.552034423828125,2.509590172135928
1758699133.5850022,target,1,3.55105859375,-0.0036508500576019286,0.07925482515816067
1758699133.6048758,herder,1,1.5614818115234375,0.552025390625,2.509601890044724
1758699133.6048758,target,1,3.551052490234375,-0.0036122121810913087,0.07825964347069009
1758699133.6248837,herder,1,1.561456787109375,0.5520289916992187,2.5094133382395465
1758699133.6248837,target,1,3.551032470703125,-0.0035747270584106446,0.07724597778077867
1758699133.6449678,herder,1,1.561460205078125,0.5520328369140625,2.5093321118262994
1758699133.6449678,target,1,3.551060302734375,-0.0036178407669067384,0.07751410816827922
1758699133.6649234,herder,1,1.561460205078125,0.55205029296875,2.5095678015827714
1758699133.6649234,target,1,3.55111279296875,-0.003559711217880249,0.07856763805075775
1758699133.6848562,herder,1,1.561459716796875,0.552044189453125,2.509425056148343
1758699133.6848562,target,1,3.551030029296875,-0.003457336187362671,0.07706851970601693
