timestamp,H1_x,H1_y,H1_theta,T1_x,T1_y,T1_theta,O1_x,O1_y,O1_theta
2025-09-11T16:05:52.824+02:00,485.5912170410156,596.0463256835938,-1.834844946861267,94.41199493408203,-974.0227661132812,2.42360782623291,109.63555145263672,-618.817626953125,0.2933797836303711
2025-09-11T16:05:52.844+02:00,485.5912170410156,596.0463256835938,-1.834844946861267,94.41199493408203,-974.0227661132812,2.42360782623291,109.63555145263672,-618.817626953125,0.2933797836303711
2025-09-11T16:05:52.864+02:00,485.5912170410156,596.0463256835938,-1.834844946861267,94.41199493408203,-974.0227661132812,2.42360782623291,109.63555145263672,-618.817626953125,0.2933797836303711
2025-09-11T16:05:52.884+02:00,485.5912170410156,596.0463256835938,-1.834844946861267,94.41199493408203,-974.0227661132812,2.42360782623291,109.63555145263672,-618.817626953125,0.2933797836303711
2025-09-11T16:05:52.904+02:00,485.5912170410156,596.0463256835938,-1.834844946861267,94.41199493408203,-974.0227661132812,2.42360782623291,109.63555145263672,-618.817626953125,0.2933797836303711
2025-09-11T16:05:52.924+02:00,485.5912170410156,596.0463256835938,-1.834844946861267,94.41199493408203,-974.0227661132812,2.42360782623291,109.63555145263672,-618.817626953125,0.2933797836303711
2025-09-11T16:05:52.944+02:00,485.5912170410156,596.0463256835938,-1.834844946861267,94.41199493408203,-974.0227661132812,2.42360782623291,109.63555145263672,-618.817626953125,0.2933797836303711
2025-09-11T16:05:52.964+02:00,485.5912170410156,596.0463256835938,-1.834844946861267,94.41199493408203,-974.0227661132812,2.42360782623291,109.63555145263672,-618.817626953125,0.2933797836303711
2025-09-11T16:05:52.984+02:00,485.5912170410156,596.0463256835938,-1.834844946861267,94.41199493408203,-974.0227661132812,2.42360782623291,109.63555145263672,-618.817626953125,0.2933797836303711
2025-09-11T16:05:53.005+02:00,485.5912170410156,596.0463256835938,-1.834844946861267,94.41199493408203,-974.0227661132812,2.42360782623291,109.63555145263672,-618.817626953125,0.2933797836303711
2025-09-11T16:05:53.024+02:00,485.5165100097656,596.11083984375,-1.8362298011779785,94.4195327758789,-974.0267944335938,2.423313856124878,109.62726593017578,-618.8328857421875,0.29339200258255005
2025-09-11T16:05:53.044+02:00,485.5165100097656,596.11083984375,-1.8362298011779785,94.4195327758789,-974.0267944335938,2.423313856124878,109.62726593017578,-618.8328857421875,0.29339200258255005
2025-09-11T16:05:53.065+02:00,485.5165100097656,596.11083984375,-1.8362298011779785,94.4195327758789,-974.0267944335938,2.423313856124878,109.62726593017578,-618.8328857421875,0.29339200258255005
2025-09-11T16:05:53.084+02:00,485.5165100097656,596.11083984375,-1.8362298011779785,94.4195327758789,-974.0267944335938,2.423313856124878,109.62726593017578,-618.8328857421875,0.29339200258255005
2025-09-11T16:05:53.105+02:00,485.5165100097656,596.11083984375,-1.8362298011779785,94.4195327758789,-974.0267944335938,2.423313856124878,109.62726593017578,-618.8328857421875,0.29339200258255005
2025-09-11T16:05:53.124+02:00,485.5165100097656,596.11083984375,-1.8362298011779785,94.4195327758789,-974.0267944335938,2.423313856124878,109.62726593017578,-618.8328857421875,0.29339200258255005
2025-09-11T16:05:53.144+02:00,485.5165100097656,596.11083984375,-1.8362298011779785,94.4195327758789,-974.0267944335938,2.423313856124878,109.62726593017578,-618.8328857421875,0.29339200258255005
2025-09-11T16:05:53.164+02:00,485.5165100097656,596.11083984375,-1.8362298011779785,94.4195327758789,-974.0267944335938,2.423313856124878,109.62726593017578,-618.8328857421875,0.29339200258255005
2025-09-11T16:05:53.184+02:00,485.5165100097656,596.11083984375,-1.8362298011779785,94.4195327758789,-974.0267944335938,2.423313856124878,109.62726593017578,-618.8328857421875,0.29339200258255005
2025-09-11T16:05:53.205+02:00,485.5165100097656,596.11083984375,-1.8362298011779785,94.4195327758789,-974.0267944335938,2.423313856124878,109.62726593017578,-618.8328857421875,0.29339200258255005
2025-09-11T16:05:53.224+02:00,485.5165100097656,596.11083984375,-1.8362298011779785,94.4195327758789,-974.0267944335938,2.423313856124878,109.62726593017578,-618.8328857421875,0.29339200258255005
2025-09-11T16:05:53.244+02:00,485.5165100097656,596.11083984375,-1.8362298011779785,94.4195327758789,-974.0267944335938,2.423313856124878,109.62726593017578,-618.8328857421875,0.29339200258255005
2025-09-11T16:05:53.264+02:00,485.5165100097656,596.11083984375,-1.8362298011779785,94.4195327758789,-974.0267944335938,2.423313856124878,109.62726593017578,-618.8328857421875,0.29339200258255005
2025-09-11T16:05:53.284+02:00,485.5165100097656,596.11083984375,-1.8362298011779785,94.4195327758789,-974.0267944335938,2.423313856124878,109.62726593017578,-618.8328857421875,0.29339200258255005
2025-09-11T16:05:53.305+02:00,485.5165100097656,596.11083984375,-1.8362298011779785,94.4195327758789,-974.0267944335938,2.423313856124878,109.62726593017578,-618.8328857421875,0.29339200258255005
2025-09-11T16:05:53.324+02:00,485.5165100097656,596.11083984375,-1.8362298011779785,94.4195327758789,-974.0267944335938,2.423313856124878,109.62726593017578,-618.8328857421875,0.29339200258255005
2025-09-11T16:05:53.345+02:00,485.5165100097656,596.11083984375,-1.8362298011779785,94.4195327758789,-974.0267944335938,2.423313856124878,109.62726593017578,-618.8328857421875,0.29339200258255005
2025-09-11T16:05:53.364+02:00,485.5165100097656,596.11083984375,-1.8362298011779785,94.4195327758789,-974.0267944335938,2.423313856124878,109.62726593017578,-618.8328857421875,0.29339200258255005
2025-09-11T16:05:53.384+02:00,485.5165100097656,596.11083984375,-1.8362298011779785,94.4195327758789,-974.0267944335938,2.423313856124878,109.62726593017578,-618.8328857421875,0.29339200258255005
2025-09-11T16:05:53.404+02:00,485.5165100097656,596.11083984375,-1.8362298011779785,94.4195327758789,-974.0267944335938,2.423313856124878,109.62726593017578,-618.8328857421875,0.29339200258255005
2025-09-11T16:05:53.424+02:00,485.5165100097656,596.11083984375,-1.8362298011779785,94.4195327758789,-974.0267944335938,2.423313856124878,109.62726593017578,-618.8328857421875,0.29339200258255005
2025-09-11T16:05:53.445+02:00,485.5165100097656,596.11083984375,-1.8362298011779785,94.4195327758789,-974.0267944335938,2.423313856124878,109.62726593017578,-618.8328857421875,0.29339200258255005
