timestamp,H1_x,H1_y,H1_theta,H2_x,H2_y,H2_theta,T1_x,T1_y,T1_theta,T2_x,T2_y,T2_theta,T3_x,T3_y,T3_theta,T4_x,T4_y,T4_theta,T5_x,T5_y,T5_theta,O1_x,O1_y,O1_theta,O2_x,O2_y,O2_theta,O3_x,O3_y,O3_theta
2025-09-24T12:07:49.566+02:00,-0.44896527099609373,-1.1516907958984375,-0.5821947111666583,0.8133526000976562,-0.9768438720703125,-2.6828690147780425,2.39204248046875,4.14707080078125,-1.6612153063349944,2.43088427734375,4.150001953125,-2.5374729361168393,-0.8884454956054687,3.862716552734375,0.7007809468711154,0.7496876220703125,-2.701026611328125,-2.4953276129180084,-2.851739990234375,0.5567847290039063,0.7046517849365184,2.0260025634765624,2.20618017578125,0.8531984497463123,1.068314453125,-2.116230224609375,2.7236350868483217,-2.75631396484375,-0.15896617126464843,-1.188578781356452
2025-09-24T12:07:49.586+02:00,-0.4489788208007813,-1.151693115234375,-0.5821966419584486,0.8133565063476562,-0.9768541259765625,-2.6827507704256432,2.392023193359375,4.1470546875,-1.6607722894876598,2.43087939453125,4.14999072265625,-2.5378625565843183,-0.8884636840820312,3.86276904296875,0.7029046846823991,0.7495338745117187,-2.70113232421875,-2.4999729648074336,-2.851705810546875,0.5567537841796875,0.7056940130291208,2.0260035400390626,2.20618310546875,0.8532748824695976,1.0683170166015625,-2.1161962890625,2.723438279243765,-2.75631103515625,-0.1589403076171875,-1.1884873017730075
2025-09-24T12:07:49.606+02:00,-0.44898114013671875,-1.15169189453125,-0.5822656844097089,0.813365966796875,-0.9768726196289063,-2.682874607416332,2.392043701171875,4.1470556640625,-1.6609805486849039,2.4308779296875,4.15000146484375,-2.5379006397879063,-0.888444091796875,3.86270166015625,0.7013845523321819,0.749433349609375,-2.701373779296875,-2.509355281327783,-2.8517646484375,0.556761962890625,0.7049934685043755,2.026001708984375,2.206190185546875,0.853197317902849,1.0682999267578126,-2.116204833984375,2.7234401434565276,-2.756326416015625,-0.15892210388183595,-1.1884288453870804
2025-09-24T12:07:49.626+02:00,-0.44898406982421873,-1.1516744384765625,-0.582344980031166,0.8133594360351563,-0.9768728637695312,-2.682883395847929,2.392057861328125,4.147060546875,-1.6610681666847675,2.430863525390625,4.14997705078125,-2.539136346533703,-0.8884534301757813,3.862736572265625,0.7010360111245177,0.7494620361328125,-2.70128515625,-2.508984569304044,-2.8516806640625,0.5567638549804688,0.705928704100184,2.0259954833984377,2.206185791015625,0.8532334037356196,1.0683316650390624,-2.11617236328125,2.7233333506968154,-2.756331298828125,-0.1589437713623047,-1.1884926280951877
2025-09-24T12:07:49.646+02:00,-0.44897607421875,-1.151676513671875,-0.5823260715874264,0.8133346557617187,-0.9768401489257813,-2.682377661556923,2.3920439453125,4.1470634765625,-1.6609849429007024,2.430856689453125,4.14997998046875,-2.5383930582734617,-0.8885099487304687,3.8628115234375,0.7027526847631828,0.7495692749023437,-2.70108837890625,-2.5017421027195734,-2.851722900390625,0.5567908325195312,0.705338414444568,2.0260047607421874,2.20618701171875,0.8532593029772206,1.06832080078125,-2.11619921875,2.723511782489851,-2.7563330078125,-0.15897810363769532,-1.1885521497455511
2025-09-24T12:07:49.666+02:00,-0.4489771423339844,-1.151673095703125,-0.5821481724266092,0.8133494262695312,-0.9768499145507813,-2.682610688152305,2.39204833984375,4.14705712890625,-1.6609925329098092,2.430858642578125,4.14997021484375,-2.5388431324976852,-0.8884920043945312,3.8626923828125,0.7000832652445419,0.7496222534179687,-2.700962890625,-2.496730566180262,-2.8516474609375,0.5567655639648438,0.7063138637728368,2.02600244140625,2.2061875,0.8532144952918801,1.068276123046875,-2.11629248046875,2.723853466057708,-2.756363525390625,-0.15898539733886718,-1.1884328401287154
2025-09-24T12:07:49.686+02:00,-0.44896951293945314,-1.151693603515625,-0.5821817948353714,0.8133574829101563,-0.9768475341796875,-2.6826575597874904,2.39205078125,4.147060546875,-1.6613462007025717,2.43088037109375,4.14995458984375,-2.5396567282107045,-0.8885335083007813,3.86274853515625,0.701097130671535,0.7495662231445313,-2.701071533203125,-2.4988057013016522,-2.8516962890625,0.5567736206054688,0.7058403537310207,2.0260047607421874,2.206186279296875,0.8532074379149913,1.0682950439453125,-2.116230224609375,2.7236105857662927,-2.7563056640625,-0.15892311096191405,-1.188545758158935
2025-09-24T12:07:49.706+02:00,-0.44896572875976565,-1.151695556640625,-0.5821632192867681,0.81334814453125,-0.976852783203125,-2.6828674168813884,2.3920205078125,4.14707275390625,-1.661035276645305,2.430898193359375,4.15000439453125,-2.5376423131621686,-0.8884647827148437,3.862697021484375,0.6997774011933463,0.749440185546875,-2.7013203125,-2.5103502383110365,-2.851744873046875,0.55675634765625,0.7048285522538723,2.0260054931640625,2.206181396484375,0.853220287667251,1.068317138671875,-2.116201904296875,2.723548534112894,-2.7563330078125,-0.1589440612792969,-1.188504612320093
2025-09-24T12:07:49.726+02:00,-0.44898458862304685,-1.1516964111328125,-0.5823620242621426,0.8133540649414063,-0.9768604736328125,-2.68295290435238,2.39203125,4.147052734375,-1.6609220922989767,2.430880859375,4.14999658203125,-2.5380345967907374,-0.8884967651367187,3.862737060546875,0.7006136337756311,0.7494453125,-2.7013564453125,-2.511061036005979,-2.8517255859375,0.5567716064453125,0.7049305513236224,2.02600146484375,2.2061787109375,0.8532732845729436,1.0683416748046874,-2.116203125,2.7234790256084427,-2.75640478515625,-0.15895449829101563,-1.1883694568947716
2025-09-24T12:07:49.746+02:00,-0.4489798583984375,-1.1516795654296874,-0.5824233435462416,0.813363525390625,-0.9768898315429687,-2.683123612978254,2.392050048828125,4.147068359375,-1.6609709613049797,2.43087841796875,4.149998046875,-2.5394450069040433,-0.8884568481445313,3.862675048828125,0.6984568727668304,0.7494481811523438,-2.701441162109375,-2.5092383685559283,-2.851764404296875,0.5567684326171874,0.7041677554083964,2.026008056640625,2.20617529296875,0.8531908597372057,1.0682977294921876,-2.116218994140625,2.7235884815292453,-2.7563427734375,-0.15890359497070314,-1.1883633316242643
